	Endothelial cells	Fibroblasts	Smooth muscle cells	Tumor-Like	tB cells	tMast cells	tMoMacDC	tNK cells	tNeutrophils	tPlasma cells	tRBC	tT cells	tpDC
SOX4	0.00017241226	0.00022291714	0.00015282854	0.00021132865	1.6747144e-05	5.9522354e-05	1.5839789e-05	2.3475173e-05	7.1757e-06	1.5123073e-05	8.109424e-08	9.780059e-06	0.0006471259
PCBP2	0.0009192045	0.0007251193	0.0008715208	0.0009913436	0.0009597881	0.0007608596	0.00064958073	0.0011217996	0.0004368915	0.00088487676	0.00019557595	0.0011095869	0.00093474257
ARF6	0.00038294055	0.0001537471	0.00019717889	0.00061762496	0.00062571734	0.000371532	0.0002996261	0.0010750624	9.4194955e-05	0.0004122083	3.637981e-05	0.0006568798	0.0006515636
FCGRT	0.00073830807	0.00028799873	0.00019923924	0.00023037725	4.331729e-05	0.00012631853	0.001309618	2.8340653e-05	0.0004038012	0.0002373761	8.17574e-08	1.9718838e-05	0.00029366807
REL	0.00010850498	5.659892e-05	6.690097e-05	0.00010198539	0.00070181664	0.0010986816	0.00043647934	0.0012819126	0.0002734612	5.7791916e-05	8.166358e-08	0.00064159156	0.0012461501
ST13	0.0005177764	0.0005252458	0.0005187667	0.00094643084	0.0007141407	0.00067558105	0.00045656998	0.0003713735	3.777131e-05	0.0003487435	4.5387213e-05	0.0004562399	0.00038333912
BZW1	0.0006379962	0.0006180885	0.0005654824	0.00082077645	0.00057817047	0.0011393005	0.00060255715	0.0010955458	0.000595296	0.00026073967	8.193693e-08	0.00053876336	0.00055675395
SLC25A5	0.00040074237	0.00029801848	0.00034389383	0.00075739785	0.0003102239	0.00047316676	0.0005087145	0.00047883127	3.2471096e-05	0.00042807212	8.128471e-08	0.00042006947	0.0005660671
C1R	1.6268642	11.73311	10.311498	0.17564058	0.037478536	0.021102255	0.013707424	0.081785835	0.063729875	0.2647099	8.118741e-08	0.043145724	8.232166e-08
TPSAB1	8.1423124e-08	8.1728395e-08	2.728836e-06	1.0959626e-06	8.143058e-08	0.0008321021	1.1188666e-06	8.1069345e-08	8.145606e-08	8.108666e-08	8.108016e-08	8.154746e-08	8.138369e-08
KMT2E	0.00046366738	0.00021897048	0.0004078811	0.00020999521	0.0009479965	0.0008428476	0.0002494205	0.0011449192	0.0004463126	0.0003751605	8.1119616e-08	0.0009695078	0.00038375094
CCNL1	0.00038338627	0.0002217881	0.00033186344	0.0006086846	0.0003431588	0.0005647446	0.00018254714	0.0003345264	0.0009586397	0.00037348515	6.7237655e-05	0.00031261373	0.00035815532
YWHAQ	0.0008148906	0.00073087163	0.00090405333	0.0015023509	0.00053786515	0.00093373575	0.00039995887	0.00082704803	7.577774e-05	0.00039932155	8.1125336e-08	0.0006204781	0.00048537142
CAPZA1	0.00039479087	0.0003211325	0.00031827975	0.0005162463	0.0007796952	0.000860978	0.0011386377	0.0009528384	0.0013157708	0.00041779524	8.159819e-08	0.00092657737	0.0006167117
C1orf43	0.0003213843	0.00023756336	0.00021036678	0.000602338	0.00023675941	0.0003216256	0.00034101788	0.0003049021	0.00030048785	0.00035613473	8.192036e-08	0.00026114174	0.00034009435
IGFBP4	0.0015181974	0.00066914194	0.0007646167	0.00015756131	8.228131e-08	3.7391808e-06	2.1313404e-05	3.6017685e-05	8.1916305e-08	5.8300525e-06	8.2073164e-08	7.5888915e-06	1.8778946e-05
VCAN	6.684045e-06	0.00043071096	9.3666196e-05	2.6375114e-05	8.208866e-08	3.6168947e-06	0.00014962946	8.153875e-08	1.0864111e-05	2.82258e-06	8.1861316e-08	8.201166e-08	8.238339e-08
TPSB2	8.145683e-08	8.183369e-08	8.111559e-08	8.232543e-08	8.2268606e-08	0.0004349845	8.2025586e-08	8.1418314e-08	8.2480554e-08	8.146709e-08	9.003623e-06	8.142546e-08	8.2473946e-08
ODC1	3.7834867e-05	2.9165549e-05	5.303525e-05	0.00026909562	0.000119197866	7.071341e-05	2.50269e-05	6.769077e-05	8.229591e-08	0.00015480355	2.6926824e-05	0.00010613755	0.0001402643
TPM1	0.00040141237	0.0008976267	0.0010582602	0.00020809489	2.0039357e-05	0.00016821225	5.7217047e-05	7.2915034e-05	5.7523815e-05	6.520801e-05	8.1650185e-08	6.255758e-05	5.7667447e-05
TLN1	0.00094079296	0.0007256829	0.0013622787	0.00032123757	0.000911185	0.0010466477	0.0009833333	0.0009432673	0.0008940895	0.0002931527	8.184337e-08	0.0005845681	0.0005110029
FAM120A	0.00019058824	0.00017366449	0.00028249403	0.0003078726	0.00016631073	0.00016767511	0.0002678964	0.00012719695	0.00015795816	0.00017933449	2.2252307e-05	0.00023150918	0.00018248065
CHCHD10	5.707873e-05	0.00024522742	0.00037407267	0.0006380923	0.0005338124	0.00017484828	0.00045518778	0.00017480293	1.3761179e-05	0.0006751074	3.2432097e-05	0.00025776352	0.0003525646
SORL1	3.4137236e-05	3.1760017e-05	3.508488e-05	0.0003876608	9.775093e-05	5.8666e-05	0.00017516268	0.00034917207	0.000515628	1.6884209e-05	1.9165987e-05	0.00035546024	0.00018551547
HEG1	0.0007378905	0.00016068599	0.00015195805	3.971679e-05	3.1861284e-05	0.00018007528	2.4042109e-05	0.00011339812	6.7669243e-06	1.0524317e-05	8.244029e-08	6.488985e-05	8.53971e-06
AP2M1	0.00045501094	0.00045840396	0.00052249595	0.0005632041	0.0001455142	0.0003661528	0.00052288495	0.00031586958	8.9827234e-05	0.00020628831	0.00010721189	0.00018310992	0.00032701594
SSR3	0.00021561919	0.00043813654	0.00024241146	0.0006654775	0.00014098185	0.0002691249	0.00040935152	0.0002461392	5.5479668e-05	0.0025184841	8.170315e-08	0.00023163704	0.0006546061
KCTD21-AS1	0.00041073494	0.00028309968	0.0002326631	0.00042759528	0.00011301154	0.00057810236	0.0006530387	0.0002686449	0.0012161386	0.00035738043	3.9403138e-05	0.00017833394	0.00050882023
SRSF7	0.0003400976	0.00027767164	0.0003401443	0.000509555	0.00066396705	0.0010023115	0.0001951726	0.00067302666	0.00014374171	0.00030534022	8.192036e-08	0.00078115304	0.0010315658
TOMM20	0.00040848262	0.0003393961	0.00050114456	0.0007974214	0.00046285376	0.0004634157	0.0003036067	0.00030368805	0.00011770673	0.0006492603	3.9527524e-05	0.00045574582	0.00042466298
CAST	0.000516159	0.00044548252	0.0005484697	0.0005028265	0.00033836273	0.00068281137	0.0005433117	0.0005374779	0.0006060791	0.00026621038	8.184633e-08	0.0005693371	0.00019872599
RSRP1	0.0006177147	0.0002923195	0.00036943646	0.0002405305	0.0005018123	0.0010393887	0.00040121702	0.0007021539	0.0006081846	0.00027016364	8.3501756e-05	0.00035864278	0.000644495
PHLDA1	0.00019881829	0.00028761372	0.0004333008	0.00015290565	8.113261e-08	7.459678e-05	0.00012546855	0.00013071464	2.9809242e-05	2.3261922e-05	8.2561776e-08	0.00020161411	1.5795815e-05
CD46	0.0002769302	0.00011609045	0.0001727264	0.0003791269	8.850899e-05	0.00040121147	0.00016233209	0.00021639203	0.00019628835	0.00016988229	8.176613e-08	0.0001442257	0.00014184207
GNG5	0.0015201358	0.00068458496	0.0007854669	0.0017599716	0.00056524907	0.0009090087	0.0013140383	0.00058995705	0.002480693	0.0014593301	8.1812615e-08	0.0005607071	0.0011302353
GRB2	0.000451081	0.00025198102	0.00033224464	0.00047214853	0.00093819946	0.0007136745	0.0017715814	0.0003469713	0.001479445	0.0010982554	6.261972e-05	0.0005767794	0.00096364756
TAPBP	0.0007807336	0.00069183053	0.0007205822	0.0004394064	0.0010791763	0.00079388346	0.0008096574	0.0011970929	0.00084819226	0.001741559	6.8244175e-05	0.00087190676	0.0014042481
SEC11A	0.0005070132	0.0006103445	0.00038235207	0.00051153376	0.00022096356	0.0007127906	0.000554051	0.00051799393	0.00023665198	0.00045650708	8.524578e-05	0.00039720867	0.0004181892
IGFBP3	5.5295066e-05	4.5583536e-05	9.183515e-06	4.5670993e-05	8.2237854e-08	9.476556e-07	1.850252e-06	5.5117825e-06	2.8621419e-06	1.4811594e-06	6.7324413e-06	9.71445e-06	1.0853289e-05
SLC2A14	0.0002269053	6.754749e-05	9.957866e-05	2.821103e-05	0.00031394511	0.00047652243	0.00028793118	0.00021666933	0.00089498784	6.23417e-05	8.108604e-08	0.00046719908	0.00010937389
ACTN1	0.00039992225	0.0006511718	0.00090028706	0.00023858927	6.287258e-05	2.747262e-05	0.00032096994	3.0421992e-05	0.0007218252	1.2375631e-05	8.205094e-08	9.656638e-05	1.01123205e-05
TAX1BP1	0.00061649986	0.0004505057	0.0007753044	0.0012232886	0.0005802401	0.00052098767	0.0005897751	0.00084031373	0.00067957107	0.0007463906	5.715864e-05	0.0006016424	0.00062417093
VDAC2	0.00041672544	0.0004310162	0.0006081579	0.0011954671	0.00029871523	0.0005201155	0.00044156285	0.000402667	9.829244e-05	0.00056170044	8.2425515e-08	0.00038477388	0.00035620245
CNN2	0.00011692061	0.00073268684	0.00026277988	0.00034683917	0.00038520465	0.00020259817	0.00034760727	0.0004049174	0.00087017927	0.000187843	8.220335e-08	0.00047873493	0.00028738423
SPINT2	2.4797993e-05	8.733067e-05	7.135029e-05	0.0009407557	8.155476e-05	0.0002481286	0.00025964231	4.4840443e-05	0.00025598696	0.00015140248	8.1670436e-08	7.117835e-05	0.0003396588
CYSLTR1	0.00051605736	0.00077876216	0.00043708045	0.0010259246	0.0010383397	0.00097128894	0.00061698013	0.00095706934	0.00034852562	0.0010371378	8.109733e-08	0.0009344094	0.0013009064
FKBP5	0.0005761084	0.00013706507	0.000563823	0.00020945305	0.000280947	0.0003734741	0.0004391103	0.00061832985	0.0005654188	0.00027005724	3.450078e-05	0.00067318225	0.0004050313
GNLY	3.7462873e-06	7.8602545e-07	8.1199175e-08	3.2057608e-06	1.7929191e-06	2.0173923e-06	2.6528487e-06	0.0004139772	8.131635e-08	1.5874479e-06	8.150299e-08	1.0314492e-05	3.825116e-06
TACC2	0.0015640487	0.0007697358	0.001152867	0.0016798652	0.0013938317	0.0015384615	0.00090970093	0.0013828012	0.0010342428	0.0008066955	9.229698e-05	0.00091838033	0.0011958004
RHOB	0.0005025688	0.00017749584	0.00053659873	0.0003476973	0.000113558075	3.8998754e-05	0.0001763471	9.202611e-05	6.622255e-05	0.00020147131	8.102297e-08	3.2048698e-05	2.8001026e-05
NOP53	0.000445114	0.0006049182	0.0009562956	0.00035251316	0.0019232801	0.0010937685	0.0004841676	0.0012167345	8.590058e-05	0.0015337993	8.1672304e-08	0.0019869707	0.00096435886
SELENOS	0.0001896164	0.00024348733	0.00020789578	0.00021862709	6.127719e-05	9.9740224e-05	0.00016176511	0.00010410105	8.4366206e-05	0.0010173745	8.22697e-08	5.6336507e-05	0.00043028183
FSTL1	0.00029102626	0.0015485245	0.00074937835	1.2142633e-05	1.3572119e-05	3.840417e-06	8.179421e-08	7.4007903e-06	1.1577174e-05	8.144254e-08	8.124317e-08	8.2088036e-08	9.6897e-06
PTGS2	1.8815625e-05	2.2413791e-05	2.6905978e-05	3.80804e-05	8.1929265e-08	0.00031042035	5.176519e-05	6.2446234e-06	0.0005145081	5.135588e-06	2.325407e-05	8.196553e-08	1.2373506e-05
PABPC4	9.107692e-05	0.0003010178	0.0003102742	0.00049393874	0.00049587875	0.0006051421	0.0006808853	0.00050466426	1.7673143e-05	0.001304269	4.146247e-05	0.00029690037	0.00029372692
BCL2A1	1.7444903e-05	1.098577e-05	8.225354e-08	6.745301e-06	0.00012095219	0.00046155314	0.00038118867	6.314021e-05	0.0036204758	1.110197e-05	2.5634441e-05	1.4526714e-05	0.000163785
WIPF1	0.00031838933	0.00035221246	0.00035318706	4.196969e-05	0.0013785978	0.00094329065	0.0008011027	0.0028134002	0.0014722475	0.00056700944	5.894157e-05	0.0014110042	0.00047817474
AQP1	0.0007923347	1.6745484e-05	5.289685e-05	4.1353203e-05	8.243195e-08	1.7208476e-06	1.1220113e-06	3.3286735e-06	8.1187565e-08	2.689721e-06	8.2320085e-08	7.009369e-06	2.174268e-06
CAPNS1	0.0016641545	0.00096425635	0.0011541445	0.0012139314	0.00073810434	0.0008186061	0.0014160281	0.0010808744	0.00043661147	0.00057818147	8.108001e-08	0.00060367206	0.0010154044
PPDPF	0.000428077	0.0008110475	0.0006413934	0.0015244377	0.00046064658	0.00081173854	0.00088495563	0.0006694163	0.00019865039	0.00054808625	0.00013039207	0.0008953523	0.0004783339
METRNL	9.929987e-05	0.00013540324	0.00013125988	0.00010115078	0.00021432081	0.00061314437	0.0007065915	0.0021276488	0.0007184024	4.8874354e-05	8.227676e-08	0.00066037907	0.0010744208
PLEK	1.3781668e-05	6.5366357e-06	8.106749e-08	5.322878e-06	5.3761352e-05	6.1995575e-05	0.00035688392	0.0001286172	0.0021822532	4.7552952e-05	1.952574e-05	3.353222e-05	0.00028588535
PMEPA1	0.00023511304	0.0006090329	0.00043984322	0.00015400388	7.049492e-05	0.00028278187	6.993121e-05	0.00018113255	8.140201e-08	0.00012389732	8.21756e-08	0.00013047141	0.00096051855
S100A8	4.638388e-06	6.8876743e-06	8.121126e-08	4.901474e-06	4.3923674e-06	3.7143554e-06	5.278674e-05	2.4106873e-06	0.00081043504	7.803087e-06	1.7613831e-05	2.5392894e-06	7.904024e-06
HPGD	7.709804e-05	2.120776e-06	8.194724e-08	3.8445294e-05	8.255547e-08	0.0003277398	6.246404e-06	1.5883279e-05	8.17125e-08	8.559629e-06	8.2041545e-08	1.3931771e-05	1.7249471e-06
PTGES3	0.00036494475	0.0003444	0.00037290622	0.00072200975	0.00043340327	0.0006333887	0.00037480867	0.0004289964	8.916011e-05	0.00042726495	8.126952e-08	0.0006119828	0.0005963767
HNRNPA0	0.0005902245	0.0007932295	0.00089822663	0.00086256134	0.00076079764	0.0008668964	0.00045317563	0.00091511634	0.00021004447	0.0003739181	8.110986e-08	0.00073095557	0.0012438974
PEA15	0.0011856924	0.00050506345	0.0004703479	0.000175222	0.00022221149	0.00016347198	0.0006853101	0.000115202354	3.124203e-05	0.00015414288	8.224444e-08	0.00012034861	0.00046340574
H2AFZ	0.00042869625	0.00025085165	0.00044337584	0.00038419556	0.0003537077	0.0003932374	0.00033285187	0.00046445386	0.00019426165	0.00044019142	8.245413e-08	0.0006111125	0.0002802238
TSC22D1	0.0006279186	0.00030268953	0.0005063373	0.00014526119	1.10238025e-05	0.00038643944	7.266673e-05	2.3966932e-05	1.875237e-05	9.710764e-06	2.2204315e-05	2.539041e-05	6.247811e-05
C6orf48	0.0004655634	0.0006604824	0.00055893644	0.00051930605	0.00092782185	0.00041621178	0.0003361533	0.0004907863	1.8914483e-05	0.00036322855	8.2288686e-08	0.0007315823	0.00058140996
LYN	0.00020237495	5.623956e-05	8.0372316e-05	0.00022450727	0.0010059888	0.00035393835	0.00060815533	0.00039611416	0.002621676	0.00016813143	8.197569e-08	6.827282e-05	0.0008390394
CRTAP	0.00043881	0.0006521238	0.00091498333	0.00019987235	0.00014413153	0.00043668537	0.00043059434	0.00013366005	2.9356615e-05	0.0002576618	8.117285e-08	0.00016469212	0.00023306877
ANP32B	0.00024182827	0.00027189698	0.0003393359	0.00044866136	0.00040656156	0.0004177132	0.0003103976	0.00032789673	0.00010106795	0.0003837165	6.8768975e-05	0.00070075196	0.000340637
STOM	0.0017497091	0.00017223018	0.00082458474	0.00021730684	5.5529425e-05	9.1656424e-05	0.0002392689	0.00028578236	9.759342e-05	4.1903986e-05	3.169542e-05	0.00023195754	4.751202e-05
PRELID1	0.00026171285	0.00029322627	0.00027195117	0.0003660772	0.00015472354	0.00015501861	0.00029884258	0.00022980571	0.00027037313	0.0007189237	8.0941255e-08	0.00026342567	0.0002635435
DUSP6	0.00044316435	2.0241565e-05	3.1684147e-05	0.00018178143	4.4347184e-06	0.0006322572	2.2270904e-05	4.3067346e-05	0.0001132396	2.7063266e-05	8.1609855e-08	3.0281752e-05	6.246678e-06
GTF2I	0.0012388189	0.00072671514	0.0008555981	0.0014312587	0.00079540117	0.00073785847	0.0005169102	0.0009837842	0.00040124592	0.00067742425	8.1327975e-08	0.0005014311	0.0009332526
BCAP31	0.00037085722	0.00020650068	0.00022025357	0.00048191275	0.00015805506	0.0001695497	0.00041126105	0.00013773776	0.00019418422	0.0002637954	8.180966e-08	0.00014515678	0.00027367953
VCP	0.0007402706	0.0005144608	0.0004954107	0.0008523857	0.00041349675	0.0004853765	0.00048988464	0.0006146884	0.0002896426	0.0010003347	8.123187e-08	0.00050560484	0.0005752278
CDK2AP1	0.00029433807	0.00033095523	0.00020167275	0.000248801	2.867207e-05	0.00010286878	9.313765e-05	1.5380958e-05	8.184946e-08	5.2432184e-05	8.099098e-08	8.1234035e-08	0.00014225766
CAV1	0.00080159813	0.000134924	0.0005969561	5.414281e-05	8.212531e-08	4.7887675e-06	8.1396884e-08	4.6015416e-06	8.244941e-08	6.124144e-05	8.2242714e-08	9.7185e-06	3.0185615e-06
COX5A	0.00051446597	0.00034844916	0.0002614729	0.00096390245	0.00033803252	0.00027650537	0.00061746564	0.0006754007	6.462103e-05	0.0012556071	8.141909e-08	0.0002981208	0.0007381642
MAPKAPK2	0.00042961095	0.00045256058	0.0005439606	0.00045941555	0.00034444072	0.00039506724	0.00042537035	0.0006426696	0.001086522	0.0007711529	5.3317966e-05	0.0006661986	0.0019190125
RAP2B	2.0648607e-05	5.6628993e-05	2.338711e-05	0.0002012883	4.0948293e-05	6.902917e-05	0.00014040053	0.0001727651	5.0297233e-05	3.665349e-05	8.210228e-08	0.00012665107	0.00018213486
ELL2	1.4535958e-05	0.00012013521	0.00036214147	0.00023435602	0.00038444897	0.0016486471	0.00037645336	0.00051517546	0.0007648827	0.0011106196	4.2102507e-05	0.00021255238	0.0002444106
NONO	0.00035819746	0.00030337548	0.0002859988	0.00049321854	0.00037830576	0.00045489013	0.0002930169	0.0004269884	0.00014430027	0.00027259943	8.209618e-08	0.00026998567	0.0003385296
EIF3E	0.00044829515	0.000562574	0.0005900996	0.0007125413	0.0013571142	0.0010565157	0.0004667441	0.0005197769	4.8152495e-05	0.00053285266	8.112519e-08	0.0008207248	0.0005667219
SPCS1	0.00063399284	0.00079274335	0.00079997245	0.0007123637	0.00040360703	0.00086954195	0.0005345725	0.00045744536	0.00023302811	0.0033098261	8.108976e-08	0.00075694703	0.002278623
SCAF11	0.00081418594	0.00045217818	0.00042288637	0.0005167834	0.00073517486	0.00086269376	0.0006099007	0.0009233482	0.0008005194	0.00034302185	8.147797e-08	0.0010900265	0.00075155037
RBM8A	0.00047963887	0.0002519779	0.00032157957	0.0008885557	0.0008372876	0.0009033134	0.00041113657	0.0007983327	0.0004156459	0.00043997387	8.221919e-08	0.00065248326	0.00055801315
AHCYL1	0.00037701966	0.00069014844	0.000687345	0.0007019662	0.000321426	0.0006504033	0.00048968504	0.00035840023	0.00019658374	0.00028173675	8.164333e-08	0.00027325214	0.00044169402
SLC16A3	0.000103703635	0.000128583	4.499023e-05	0.00021469635	0.00018959434	0.00018683953	0.00043334646	0.00039702392	0.0010146889	8.168942e-05	5.0306295e-05	0.00013436293	0.0001716478
CDV3	0.00045378658	0.00029317368	0.00038119865	0.0005272651	0.00055405893	0.00034478967	0.0004649379	0.0006087647	0.00027957416	0.0013132989	8.115521e-08	0.0007213316	0.0005303575
MYLK	0.00018878827	0.0004952331	0.001041601	4.3364038e-05	1.4769864e-05	4.5054243e-05	2.8546754e-05	2.1424838e-05	8.1869125e-08	1.7395547e-05	8.120042e-08	3.4123663e-05	4.5845984e-05
PPP2CA	0.00047589542	0.00034538243	0.00041750376	0.00064093043	0.00060788955	0.0006556863	0.00042665086	0.0006576972	0.0005167171	0.0005448603	8.100242e-08	0.00080037065	0.00053942815
PSMA7	0.0009848741	0.0006464738	0.00076098286	0.00089432864	0.000491383	0.0006498201	0.00089732424	0.0007905134	0.00057139667	0.0004323436	8.125061e-08	0.0005366082	0.0006274506
PSMB4	0.0008050657	0.00083078165	0.0006959999	0.000959366	0.00059346703	0.0005499046	0.00061986624	0.00076756935	0.00029455707	0.00074577075	8.117394e-08	0.0005140313	0.0008236707
HDLBP	0.00046825802	0.0010645308	0.0006033364	0.0003644789	0.00014005926	0.0006066781	0.0003312978	0.0003333737	0.00015529706	0.0018038708	8.162262e-08	0.0002688917	0.00038407138
ADGRE5	0.00018695912	0.000104192426	0.00025282436	0.00013200752	0.00068326236	0.00042289845	0.00036352704	0.0021484524	0.0013147962	0.00047002154	4.6370067e-05	0.00078864215	0.00076341705
RAB21	0.00029595406	0.00025518856	0.0003190467	0.00029726155	0.00030575047	0.00069242076	0.0003339069	0.0004731264	0.0006239157	0.00017406423	8.1946304e-08	0.00031028662	0.00062979513
FAM53C	0.0002769886	0.00017772247	0.00029451356	0.0003540563	0.00050789915	0.0007891088	0.00036648076	0.00040360683	0.00068671716	0.0002986429	8.1875996e-08	0.0003400707	0.0013072281
TMEM123	0.0005550482	0.00037161523	0.00028331112	0.0007386214	0.0004132159	0.00025825435	0.00045660528	0.0003685474	0.0002808653	0.00036207258	4.1289408e-05	0.0006146972	0.0002402852
MYL9	9.6696494e-05	0.00028184504	0.000750396	8.917053e-06	7.042831e-06	8.1467554e-08	3.880331e-06	1.532998e-05	5.9982926e-06	1.2479498e-05	8.178485e-08	8.211559e-08	8.216761e-08
TRIM56	0.002015279	0.0009929674	0.0014585744	0.0011202518	0.0013139975	0.0011063194	0.00069043826	0.001114413	0.0009538402	0.00072712643	8.2103384e-08	0.0008232817	0.0006342924
CD79A	8.22995e-06	1.0593454e-05	2.6204225e-05	6.2454214e-06	0.001341353	1.0129511e-05	4.2753954e-06	6.360213e-06	8.133542e-08	0.0019354932	8.1624336e-08	8.2398e-08	4.6964145e-05
HSPA6	4.4735963e-05	2.8580886e-05	2.8791917e-05	2.3333152e-05	3.8120459e-06	9.8546325e-06	3.632604e-05	1.4838718e-05	1.6240952e-05	5.691827e-05	7.966647e-08	8.794887e-06	1.10299125e-05
RANBP2	0.00015867678	7.832368e-05	0.00017466997	0.00013785985	0.00038020933	0.00077915244	0.00038539624	0.0005313041	0.00026408385	0.00015241373	3.4023742e-05	0.0004682627	0.0008473381
TGM2	0.00039631096	0.00019548868	0.00029459136	2.5446432e-05	2.2769551e-05	2.1635871e-05	8.853102e-05	2.0764779e-05	0.00022849944	1.341038e-05	8.1225046e-08	1.7531966e-05	1.3505856e-05
COX6A1	0.0009002244	0.000758703	0.0011808868	0.0022598049	0.00057738053	0.0006436903	0.0009878486	0.00089546276	0.0007421883	0.001316797	8.111559e-08	0.00058893475	0.0009598202
WDR1	0.00053195265	0.0004465578	0.00051049935	0.00034506858	0.00023728375	0.0004197574	0.0005153906	0.00037547256	0.00070534606	0.00022091005	4.118755e-05	0.00035980323	0.00042919457
RNASET2	8.8617e-05	6.9024565e-05	0.00011118119	0.0002932925	0.0009343702	0.0002746882	0.0012604444	0.00030148515	0.0008970976	0.00056470226	0.00016362684	0.0006726219	0.0018556393
GUK1	0.0016322947	0.00071108056	0.0010807374	0.0014279466	0.0002664308	0.00045922006	0.0008459338	0.0010979465	0.00076273945	0.0014394886	0.0018555508	0.0007998013	0.0011766399
TPI1	0.0006473147	0.0005871707	0.0008019386	0.0015099299	0.00030591432	0.00046430333	0.0009321773	0.00057566504	0.0013136369	0.0002672909	8.170424e-08	0.0005358523	0.00023012937
OS9	0.0011239368	0.0010824936	0.0010476778	0.0011472673	0.00067074125	0.0006137488	0.0013468836	0.00040594875	0.0006924712	0.0027797883	8.109068e-08	0.0003033538	0.0010329197
DYNLRB1	0.0003569523	0.00030856032	0.00048374446	0.00043582477	0.0001866732	0.00024582635	0.00032452252	0.0002182438	0.00023330448	0.00036446154	8.174227e-08	0.00037533257	0.00015822049
HIF1A	0.00027431833	0.00020434905	0.00051518553	0.0003666886	0.00049130595	0.0004195821	0.0004434989	0.00025896382	0.0015888948	7.627939e-05	8.156146e-08	0.00017146573	7.710385e-05
ERP29	0.00032498792	0.0004641922	0.00036892708	0.0013350921	0.0011444986	0.00054217974	0.0008834974	0.0006582025	0.0001283299	0.0017539522	7.5432814e-05	0.00042979105	0.001905573
PARK7	0.0014641869	0.0013657828	0.0019095778	0.001167748	0.0009596866	0.00094582024	0.0011716405	0.0014941754	9.886127e-05	0.001415674	0.00011630608	0.0013488992	0.0034753275
FLOT1	0.0006556129	0.00031890374	0.0003995834	0.00063379883	0.0001497285	0.0005450051	0.0005067208	0.00016507435	0.0019982643	0.00029805457	4.475184e-05	0.00013146256	0.0003312722
SLC18A2	8.1790304e-08	0.007368706	8.18874e-08	0.0030004946	8.185835e-08	4.440021	0.0030836433	8.180981e-08	8.1831345e-08	8.132565e-08	8.1572196e-08	8.163601e-08	0.017934706
GNS	0.00048690257	0.00025135136	0.00023004776	0.00026242205	5.820969e-05	0.00031861014	0.00082224404	0.00015812786	0.0003466626	9.913505e-05	8.2074415e-08	9.831963e-05	0.00018956217
C4orf3	0.00065190473	0.00057946536	0.00054617913	0.00054689456	0.00041573646	0.0004527019	0.0004658671	0.0004998283	0.0007605891	0.0007408188	8.1201186e-08	0.00045107133	0.00034060582
CTDNEP1	0.0005787079	0.00069072534	0.0005639765	0.000507426	0.000620519	0.00038082193	0.0006656539	0.0005805594	0.00031133697	0.0008662719	5.4441352e-05	0.00052154233	0.0007578818
APOC1	8.218093e-08	2.4322862e-06	5.004738e-06	1.3239701e-06	8.1187714e-08	1.35235e-05	0.00013110363	6.013569e-06	8.1155825e-08	1.6338264e-06	8.2462776e-08	4.2485976e-06	2.6338414e-06
GPX4	0.00030382333	0.0004621934	0.00033467796	0.00091303996	0.00028862085	0.00040669861	0.0008179817	0.0002591293	0.00014297615	0.00032021612	8.1214196e-08	0.00020975225	0.00036684313
BHLHE40	0.0005084316	0.0002483281	0.00016216465	0.00024368847	8.177617e-06	0.00094353035	0.00014746429	0.00037061438	0.00041811645	7.8007564e-05	8.200947e-08	0.00011843262	0.00056302844
SRSF5	0.000415039	0.0002283241	0.00038167599	0.00045125306	0.0003531249	0.0004948539	0.00022807127	0.0004300532	0.00033882438	0.0003168457	3.581628e-05	0.00023620648	0.00043312937
CRIP2	0.0011023302	0.00018480814	0.0005378129	0.00011190203	2.0663225e-05	2.875811e-06	3.769629e-06	5.5980145e-06	8.1829626e-08	4.52837e-06	8.175412e-08	2.3949817e-05	7.343793e-06
LEPROT	0.000672925	0.0005404158	0.000703922	0.00040134537	7.459791e-05	0.00022761458	0.0004905105	0.00011203797	0.0004076074	0.00012487316	8.128502e-08	8.9019246e-05	0.0002643373
PDIA4	0.0004516174	0.0003470317	0.00026067873	0.0005981123	7.4508614e-05	0.00018239349	0.0003631865	0.00022749306	8.2280685e-08	0.0017570979	8.2171844e-08	0.00022110561	0.00038603708
TBCA	0.0005762553	0.00054718094	0.0006528775	0.0010766633	0.0006511448	0.00053552416	0.0005476115	0.00051797566	0.00017067842	0.0004106212	8.112471e-08	0.0005552474	0.00057727017
SERPINB9	9.718414e-05	3.510439e-05	3.2500404e-05	1.4546399e-05	0.0003415991	0.00019127774	0.00022522129	0.00032576482	0.00012226003	0.0002335687	2.0012254e-05	0.00023131346	0.00031047722
DUSP2	2.4970186e-05	2.6757949e-05	2.6646947e-05	1.34232905e-05	0.00025262145	0.00020766712	0.0002956785	0.00087512465	0.00044329028	0.00012457428	2.3448883e-05	0.0006076798	0.00018607604
FCN3	0.0002233725	1.5228139e-06	1.5435529e-06	1.2390336e-06	8.1325034e-08	8.1853976e-08	8.123202e-08	8.189381e-08	2.934204e-06	8.159181e-08	8.149304e-08	8.139378e-08	8.145093e-08
MTPN	0.00046630038	0.0003648419	0.00024633505	0.0006126541	0.0005537458	0.00076272385	0.00068331667	0.0005318287	0.0006457928	0.00016673931	4.851322e-05	0.0003010336	0.0005026529
